ID,Path,Element,Parent Path,Level,Root Element,Declared In,Declaration,Data Type,Type Source,Content,Min Occurs,Max Occurs,Required,Repeatable,Enumeration Count,Enumerated Values,Definition
196,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Certainty,Certainty,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution,5,AllocthonousMaterial,LithostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
197,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/DatingQualifier,DatingQualifier,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution,5,AllocthonousMaterial,LithostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
198,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,Identifiers,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution,5,AllocthonousMaterial,LithostratigraphicAttributionsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
199,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers/Person,Person,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,6,AllocthonousMaterial,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
200,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers/Organisation,Organisation,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,6,AllocthonousMaterial,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
201,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts,StratigraphicMeasurementsOrFacts,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution,5,AllocthonousMaterial,LithostratigraphicAttributionsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container element for multiple measurements (e.g. thickness, dip etc.) or facts (e.g. this bed was first identified by Charles Moore as the Reptile and Fish Bed from which he obtained Nothosaurus). This element contains the standard schema complex type MeasurementOrFact."
202,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts/StratigraphicMeasurementOrFact,StratigraphicMeasurementOrFact,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts,6,AllocthonousMaterial,LithostratigraphicAttributionsType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Container for single instance of complex type MeasurementOrFact
203,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions,BiostratigraphicAttributions,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions,3,AllocthonousMaterial,StratigraphicAttributionsType,local,efg:BiostratigraphicAttributionsType,EFG named complexType,complex,0,1,N,N,0,,Container for optional multiple references to fossil zones e.g. where a range of zones and subzones might be represented.
204,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,BiostratigraphicAttribution,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions,4,AllocthonousMaterial,BiostratigraphicAttributionsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,A single declaration of a fossil zone or subzone.
205,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/ZonalFossilType,ZonalFossilType,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"What sort of biozone is being recorded? e.g. what animal or plant group is it based on? (ammonite, brachiopod,coral, plant, foram, nanoplankton etc.)"
206,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/FossilZoneName,FossilZoneName,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The actual name of the biozone. Ideally this should be in its expanded form although common usage tends to abbreviate the generic epithet.
207,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/FossilSubzoneName,FossilSubzoneName,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"The subzone name, if any, this should ideally be in expanded form rather than abbreviated."
208,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Certainty,Certainty,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
209,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/RangePosition,RangePosition,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Range position if this attribution is the earliest, midway or latest in a possible range. e.g. It is not always clear what zone a particular taxon belongs to and therefore a range may be needed."
210,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/DatingQualifier,DatingQualifier,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
211,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,Identifiers,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,local,efg:IdentifiersType,EFG named complexType,complex,0,unbounded,N,Y,0,,
212,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers/Person,Person,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,6,AllocthonousMaterial,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
213,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers/Organisation,Organisation,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,6,AllocthonousMaterial,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
214,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts,StratigraphicMeasurementsOrFacts,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution,5,AllocthonousMaterial,BiostratigraphicAttributionsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container element for multiple measurements (e.g. thickness, dip etc.) or facts (e.g. this bed was first identified by Charles Moore as the Reptile and Fish Bed from which he obtained Nothosaurus). This element contains the standard schema complex type MeasurementOrFact."
215,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts/StratigraphicMeasurementOrFact,StratigraphicMeasurementOrFact,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts,6,AllocthonousMaterial,BiostratigraphicAttributionsType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Container for single instance of complex type MeasurementOrFact
216,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations,MagnetostratigraphicDeterminations,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions,3,AllocthonousMaterial,StratigraphicAttributionsType,local,efg:MagnetostratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,"Container for details of any magnetostratigraphic evidence cited to support the dating of rocks. Magnetostratigraphy uses a range of readings over a sequence of rocks to provide a pattern that is correlated with known dated sequences. It includes its own series of divisions including superchrons, chrons and subchrons."
217,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,MagnetostratigraphicDetermination,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations,4,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of magnetostratigraphic dating
218,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySuperchron,PolaritySuperchron,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,largest division of magnetostratigraphic terms
219,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolarityChron,PolarityChron,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Reference to numerical scheme for labelling time divisions based on magnetic anomalies and reversals
220,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySubchron,PolaritySubchron,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Any named subdivision of a Polarity Chron
221,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/MagnetostratigraphicDetail,MagnetostratigraphicDetail,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text describing the use of magnetostratigraphic correlation.
222,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
223,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,6,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
224,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/DateText,DateText,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,6,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
225,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Certainty,Certainty,AllocthonousMaterial/OriginalStratigraphy/StratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,5,AllocthonousMaterial,MagnetostratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
